"Genus","Family","Order","Class","Phylum","Domain","global_relative_abundance","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOCU_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","FSA","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SCP","SEV","SFA","UHC","BLM_BOGR","BLM_SCSC","BNP_BOER","BNP_BOGR","CAD_ANGE","CAD_BOGR","CAD_BUDA","CAD_SCSC","CNF_BOER","CNF_BOGR","CNF_SCSC","CPR_BOER","CPR_BOGR_E","DMT_BOER","DMT_BOGR","DMT_SCSC","FCP_BOGR","FCP_BUDA","FCP_SCSC","FMT_BOER","FMT_BOGR","FSA_SCSC","GMT_BOER","GMT_BOGR","GNF_BOGR","GNF_SCSC","HAR_ANGE","HAR_BOCU_E","HAR_BOGR","HAR_BOGR_E","HAR_BUDA","HAR_BUDA_E","HAR_SCSC","HAR_SCSC_E","HPG_BOGR","HPG_BUDA","KAE_ANGE","KAE_BUDA","KAE_SCSC","KNZ_ANGE","KNZ_ANGE_E","KNZ_BOCU_E","KNZ_BOGR","KNZ_BUDA","KNZ_SCSC","KNZ_SCSC_E","LAR_ANGE","LAR_BOGR","LAR_SCSC","LBJ_ANGE","LBJ_BUDA","LBJ_SCSC","NWP_ANGE","NWP_SCSC","ONF_ANGE","ONF_SCSC","RNF_BOGR","SCP_ANGE","SCP_BOGR","SCP_SCSC","SEV_BOER","SEV_BOER_E_A","SEV_BOER_E_B","SEV_BOGR","SEV_BOGR_E_A","SFA_SCSC","UHC_ANGE","UHC_SCSC"
"uncl_Tulasnellaceae","Tulasnellaceae","Cantharellales","Agaricomycetes","Basidiomycota","Fungi",0.048,0.001,0.027,0.066,0,0.006,0.11,0.066,0.015,0.001,0.001,0.272,0.014,0,0.019,0.11,0.001,0,0.244,0.002,0,0.055,0.001,0,0.312,0.01,0,0,0.053,0,0.009,0,0,0.002,0,0.001,0,0,0.914,0.373,0,0.003,0,0.03,0,0,0.041,0,0.003,0,0.063,0.212,0,0.002,0,0.002,0.536,0,0.003,0,0,0,0,0,0,0.001,0,0.114,0.033,0,0.002,0,0,0,0,0,0,0.001,0,0.647,0.251,0.001,0.001,0.026,0,0,0,0,0,0.053,0,0,0,0.005,0,0,0,0.033,0,0,0.001
"uncl_Glomeromycota","uncl_Glomeromycota","uncl_Glomeromycota","uncl_Glomeromycota","Glomeromycota","Fungi",0.325,0.271,0.181,0.102,0.068,0.471,0.56,0.555,0.142,0.018,1.612,0.263,0.274,0.061,0.138,2.126,0.1,0.083,0.43,0.095,0.299,0.371,0.029,0.346,0.039,0.023,0.109,0.108,0.074,0.838,0.244,0.046,0.056,0.006,0.032,2.026,0.617,0.024,0.662,0.283,0.222,0.469,0.443,0.024,0.078,0.024,0.128,0.221,0.102,7.323,1.222,0.751,0.155,0,0.083,0.524,0.318,0.01,0.107,0.363,0.057,0.914,0.171,0.99,0.083,0.244,0.03,0.012,0.501,0.005,0.054,0.026,0.268,0.055,0.113,0.649,1.33,0.217,0.142,0.046,0.073,0.018,0.011,0.034,0.022,0.165,0.052,0.113,0.105,0.074,0.01,1.498,0.593,0.049,0.177,0.409,0.007,0.221,0.046,0.036,0.075
"Magnaporthiopsis","Magnaporthaceae","Magnaporthales","Sordariomycetes","Ascomycota","Fungi",0.545,0.002,0,0.405,1.522,0.05,0.427,1.567,0.372,0.233,0.003,0.134,0.18,0.05,0.011,0.405,0.009,1.246,0.237,0.353,1.571,0.437,2.512,0.201,0.003,0.362,0.643,0.094,0.066,0,0.002,5.134,0.971,0.079,0.4,0,0.012,0.192,0,0.046,0.269,0.182,0.083,0.22,0.001,0.158,0.016,0.015,0.001,0.273,0.781,0.054,0,0.025,1.246,0.25,0.222,1.315,0.216,2.014,1.9,0.068,2.071,0.085,3.73,0.371,0.185,0.665,0.354,0.049,6.643,0.013,0.03,0.497,0.01,0.356,0.135,0.091,0.088,0.001,0.004,0.006,0.273,0.656,0.129,0.768,0.518,0.12,0.072,0.066,0,0,0,0,0,0.004,0,0,5.134,0.284,1.596
"Veronaea","Herpotrichiellaceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.033,0,0,0.031,0,0.021,0.019,0.024,0.06,0.036,0,0.008,0.065,0.001,0,0,0,0,0.132,0,0,0.049,0,0.008,0.213,0.077,0.041,0.053,0.03,0.004,0,0,0.153,0.049,0.022,0,0,0,0,0,0.033,0.057,0.085,0.065,0,0.004,0,0,0,0,0,0,0,0,0,0.138,0.126,0,0,0,0,0,0,0.001,0,0,0,0,0.067,0,0,0,0,0,0,0.001,0.065,0,0,0.003,0,0.511,0.106,0.056,0.072,0.036,0.045,0.059,0.048,0.03,0,0.01,0,0,0,0,0,0,0,0.145,0.159
"Xylaria","Xylariaceae","Xylariales","Sordariomycetes","Ascomycota","Fungi",0.478,0,0,0.289,0.003,0.056,0.47,0.05,1.118,0.022,0,1.78,0.03,1.002,0.092,5.326,0,0,0.066,0,0.001,0.022,1.277,0.103,0.001,0.037,0.462,0.024,0.026,0,0,0,0.427,0.031,0.013,0,0,1.719,0,0.318,4.847,0.024,0.03,0.035,0.437,2.244,0,0,0.258,9.709,0,9.143,0,0,0,0.069,0.061,0,0,0,0.003,0,0,0,0.005,0,0,0,0.03,0.162,0.001,4.342,0.729,0.003,0,0,0,0.03,0,0.002,0,0.001,0.049,0.028,0.034,0.306,0.618,0.018,0.029,0.026,0,0,0,0,0,0,0,0,0,0.075,0.747
"Elasticomyces","Teratosphaeriaceae","Mycosphaerellales","Dothideomycetes","Ascomycota","Fungi",0.001,0,0,0,0,0,0.003,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.04,0,0,0,0,0.011,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
"Aureobasidium","Saccotheciaceae","Dothideales","Dothideomycetes","Ascomycota","Fungi",0.097,0.278,0.997,0.007,0.006,0.133,0.316,0.002,0.039,1.139,0.003,0,0.026,0.179,0.028,0.002,0.008,0.001,0.01,0.031,0.048,0,0.002,0.003,0.002,0,0.002,0,0.194,0,0.495,0,0.001,1.938,0.267,0.002,0.008,0.001,0,0,0,0.022,0.002,0.041,0.257,0.008,0.045,0.015,0.016,0.002,0.002,0.002,0.001,0.021,0.001,0.015,0.005,0.01,0.034,0.06,0.008,0.016,0.002,0.014,0.001,0.292,0.017,0,0,0,0,0.008,0,0.004,0,0.022,0,0.001,0.001,0.005,0,0,0.001,0,0,0,0.005,0,0,0.194,0,0,0,0.402,0.806,0.01,0.076,1.21,0,0.003,0
"uncl_Stachybotryaceae","Stachybotryaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.348,0.001,0.001,0.402,1.247,0.141,0.164,0.692,0.273,0.057,0.048,0.466,0.186,0.03,0.237,0.727,0.004,0.861,0.611,0.043,0.464,0.092,0.518,0.445,0.593,0.573,0.294,0.025,0.033,0.01,0.001,0.646,0.44,0.081,0.031,0.047,0.051,0.153,1.463,0.37,0.227,0.013,0.02,0.415,0.044,0,0.047,0,0.608,0.081,1.535,0.138,0,0.012,0.861,1.098,0.027,0,0.049,0.289,1.322,0.129,0.054,0.003,0.895,0.174,0.032,0.156,0.068,0.1,1.222,0.091,0.138,0.126,0.947,0.686,1.087,0.271,0.464,1.032,0.018,0.395,1.286,0.253,0.208,0.233,0.355,0.038,0.014,0.033,0.03,0,0.01,0.003,0,0.001,0.007,0,0.646,0.835,0.081
"uncl_Leotiomycetes","uncl_Leotiomycetes","uncl_Leotiomycetes","Leotiomycetes","Ascomycota","Fungi",0.496,0,0,0.77,0.074,0.132,0.191,0.014,1.036,0.108,0.005,0.03,1.06,1.872,0.455,0.006,0,0.004,0.073,0,0.031,0.032,0.836,0.56,2.304,0.117,2.587,1.541,0.02,0.168,0,0.214,0.41,0.192,0.016,0,0.016,0.002,0,0,0.118,0.028,0.04,2.431,1.158,3.442,0,0,1.275,0,0.003,0.012,0,0,0.004,0.079,0.065,0,0,0.004,0.09,0.089,0.002,0.001,0.013,0.021,0.005,0,0.044,0.988,0,1.764,0.702,0.7,0.01,0.398,0.023,1.189,0.465,2.428,0.002,3.139,0.063,0.032,0.265,1.889,3.285,0.161,2.69,0.02,0.534,0.035,0.119,0,0,0,0,0,0.214,0.659,0.183
"Podoscypha","Podoscyphaceae","Polyporales","Agaricomycetes","Basidiomycota","Fungi",0.033,0,0,0.043,0,0.028,0.027,0.021,0.045,0.064,0,0,0.085,0,0,0,0,0,0.182,0,0.001,0.065,0,0,0,0.11,0.064,0.066,0.031,0,0,0,0.292,0.079,0.047,0,0,0,0,0,0,0.07,0.111,0.088,0,0,0,0,0,0,0,0,0,0,0,0.186,0.177,0,0,0,0,0,0,0,0.005,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0.072,0.105,0.051,0.076,0.072,0.06,0.031,0,0,0,0,0,0,0,0,0,0.211,0.367
"uncl_Ophiocordycipitaceae","Ophiocordycipitaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.019,0,0,0.043,0.002,0.013,0.014,0.012,0.017,0.031,0,0,0.038,0,0,0,0.001,0.011,0.075,0,0.006,0.018,0.106,0.002,0.002,0.048,0.037,0.027,0.021,0,0,0,0.07,0.049,0.012,0,0,0,0,0,0.001,0.031,0.057,0.037,0,0,0,0,0,0,0.001,0,0,0.002,0.011,0.084,0.064,0,0,0.001,0.003,0.002,0.008,0,0.019,0.006,0.015,0,0.025,0.268,0.02,0.024,0,0.007,0,0,0,0,0.002,0,0,0.005,0.068,0.03,0.047,0.028,0.045,0.033,0.023,0.021,0,0,0,0,0,0,0,0,0,0.061,0.078
"uncl_Glomeraceae","Glomeraceae","Glomerales","Glomeromycetes","Glomeromycota","Fungi",0.969,1.689,1.255,0.295,0.384,1.76,1.384,1.795,0.331,0.117,2.175,2.239,1.537,1.765,1.012,3.116,0.331,0.037,0.907,0.358,0.81,1.64,0.136,0.569,1.139,0.133,0.4,0.058,0.11,0.662,1.558,0.089,0.09,0.091,0.146,2.902,0.431,0.082,5.303,3.647,0.779,2.958,1.973,0.054,2.002,1.244,1.732,1.152,0.064,4.868,3.177,2.253,0.202,0.568,0.037,0.972,0.829,0.554,0.33,0.479,0.443,1.636,0.556,2.631,0.719,0.398,0.302,1.967,1.521,0.043,0.264,0.079,0.745,0.048,0.148,1.119,2.066,0.427,0.103,0.928,3.747,0.262,0.02,0.297,0.066,0.606,0.195,0.078,0.042,0.11,0.099,0.796,0.811,1.889,1.444,1.697,0.148,1.51,0.089,0.044,0.131
"uncl_Gloniaceae","Gloniaceae","Gloniales","Dothideomycetes","Ascomycota","Fungi",0.023,0,0,0.026,0,0,0,0,0.064,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0.458,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0.133,0.729,0,0,0,0,0,0,0,0,0,0,0,0
"Crinipellis","Marasmiaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",1.765,0,0,2.386,8.452,0.118,1.609,0.785,1.995,0.034,0,0.413,0.064,2.316,1.443,1.745,0,0.304,0.108,11.962,4.763,0.652,3.257,2.822,0,1.588,0.044,0.047,0.036,9.996,0,0.158,0.162,0.043,0.025,0,0,0.938,0,0.021,0.596,0.054,0.091,0.063,0.973,5.271,0,6.734,0,0,0,4.443,0,0,0.304,0.099,0.12,0,13.671,5.047,9.709,0.005,2.481,0,3.374,6.838,7.545,0,0.889,3.313,0.063,7.447,4.361,2.144,3.422,8.256,2.309,0.126,1.881,0,0,0.001,4.781,0.062,0.06,0.04,0.049,0.054,0.04,0.036,33.867,8.057,0,0.001,0,0,0,0,0.158,0.169,0.156
"uncl_Geastrales","uncl_Geastrales","Geastrales","Agaricomycetes","Basidiomycota","Fungi",0.151,0,0,0.002,0,0.227,0.323,0.016,0.167,0,2.432,0,0,0.644,1.078,0.024,0,0,0.622,0,0.013,0,0.001,0.008,0,0.008,0.001,0.001,0,0,0,0,0,0,0,0.001,8.266,0.001,0,0,0,0,0,0,0.936,0.002,0,0,3.018,0.008,0.002,0.055,0,0,0,1.141,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0.002,0,0.007,0,0,0.063,0.003,0,0,0,0.002,0,0.004,0.009,0.011,0.001,0.002,0.003,0,0,0,0,0,0,0.001,0,0,0,0,0,0
"Simplicillium","Cordycipitaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.005,0,0,0.001,0,0.001,0.001,0,0.015,0.001,0,0,0.002,0,0.001,0,0,0.318,0.004,0,0,0.001,0,0,0,0.001,0.003,0.003,0,0,0,0.135,0.003,0.002,0.001,0,0,0,0,0,0,0.002,0.004,0.001,0,0,0,0.002,0.001,0,0,0,0,0,0.318,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.001,0.005,0.001,0.004,0,0,0,0,0,0.001,0,0,0,0.135,0.005,0.002
"Codinaea","Chaetosphaeriaceae","Chaetosphaeriales","Sordariomycetes","Ascomycota","Fungi",0.155,0,0,0.379,0.003,0.01,0.012,0.007,0.29,0.022,0,0.003,0.031,0,0,0,0,0.072,0.076,0,0.002,0.018,0.638,0.086,0,0.051,2.47,0.114,0.023,0,0,1.018,0.605,0.033,0.01,0,0,0.013,0,0,0,0.021,0.036,0.04,0,0,0,0,0,0,0,0,0,0,0.072,0.073,0.079,0,0,0,0.003,0,0.002,0,0.005,0,0,0,0.024,1.293,0,0.688,0.008,0.181,0,0,0,0,0.194,0,0,0,0.059,0.023,0.074,2.191,2.749,0.212,0.033,0.023,0,0,0,0,0,0,0,0,1.018,0.193,0.98
"uncl_Hyaloscyphaceae","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0.772,0,0,0.993,0.711,0.008,0.279,0.103,1.75,0.35,0,0,0.022,0,1.082,0,0,0.007,0.044,3.922,1.878,0.256,0,2.453,0,0.025,0.866,0.028,0.002,4.174,0,0.007,0.051,0.661,0.012,0,0,0,0,0,0,0.025,0.02,0.019,0,0,0,0,3.031,0,0,0,0,0,0.007,0.046,0.042,0,4.482,1.375,0.094,0,1.29,0,0.531,11.285,0,0,0.35,0,0.001,0,3.297,3.11,3.181,0.217,0,4.006,2.53,0,0,0,0.049,0.012,0.016,0.029,1.704,0.031,0.026,0.002,0.059,0.005,10.399,0,0,0,0,0,0.007,0.052,0.049
"Penicillium","Aspergillaceae","Eurotiales","Eurotiomycetes","Ascomycota","Fungi",0.02,0,0,0.054,0.001,0.011,0.011,0.008,0.019,0.024,0,0,0.041,0,0,0,0,0.004,0.066,0,0.002,0.017,0.131,0.001,0.002,0.041,0.024,0.09,0.015,0,0,0,0.066,0.038,0.01,0,0,0,0,0,0,0.031,0.043,0.049,0,0,0,0,0,0,0,0,0,0,0.004,0.069,0.061,0,0,0,0.001,0,0.001,0,0.009,0,0.002,0,0.023,0.297,0.002,0.1,0,0.003,0,0,0,0,0,0,0,0.004,0.058,0.029,0.038,0.02,0.028,0.146,0.044,0.015,0,0,0,0,0,0,0,0,0,0.075,0.058
"Cyberlindnera","Phaffomycetaceae","Saccharomycetales","Saccharomycetes","Ascomycota","Fungi",0.004,0,0,0.005,0,0.005,0.003,0.003,0.005,0.006,0,0,0.014,0,0,0,0,0,0.025,0,0,0.007,0,0,0,0.011,0.009,0.013,0.008,0,0,0,0.022,0.007,0.006,0,0,0,0,0,0,0.014,0.018,0.013,0,0,0,0,0,0,0,0,0,0,0,0.027,0.022,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.011,0.005,0.005,0.014,0.014,0.012,0.008,0,0,0,0,0.001,0,0,0,0,0.02,0.024
"Sparticola","Sporormiaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.068,0.001,0,0,0.002,0,0.282,0,0.044,1.357,0,0,0.007,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,2.219,0,0.001,0,0,1.944,0.716,0,0,0,0,0,0,0.001,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.219,0,0,0,0,0,0.001,0,0,0,0,0
"Alternaria","Pleosporaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.023,0.04,0,0.078,0.001,0.018,0.004,0.006,0.014,0.016,0.002,0,0.005,0.002,0.013,0,0.009,0,0,0.004,0.089,0.001,0.009,0.001,0.124,0,0,0,0.003,0.026,0.028,0,0,0.025,0.007,0.003,0,0,0,0,0,0.002,0,0.011,0.004,0,0.025,0.005,0.003,0,0.001,0,0.009,0.01,0,0,0,0.03,0,0.734,0.001,0,0.002,0.022,0,0.04,0.007,0.002,0,0,0.024,0,0,0,0,0.002,0.002,0,0.001,0.139,0.012,0.156,0,0,0.001,0,0,0,0.001,0.003,0.129,0,0,0.004,0.001,0.071,0,0,0,0,0
"uncl_Pestalotiopsidaceae","Pestalotiopsidaceae","Amphisphaeriales","Sordariomycetes","Ascomycota","Fungi",0.007,0.001,0,0.007,0,0.001,0,0.001,0.02,0,0.001,0.001,0.001,0,0,0,0,0.404,0.002,0,0,0.003,0,0.002,0,0.002,0.029,0.002,0.002,0,0.001,0.161,0.015,0.001,0,0.001,0,0.002,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.001,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.003,0.001,0.004,0.056,0.002,0,0.004,0.002,0,0,0,0,0,0.001,0,0,0.161,0.019,0.012
"Ijuhya","Bionectriaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.889,0,0,1.265,3.019,0.006,0.24,0.222,1.648,0.167,0.005,1.009,0.017,0,1.156,2.549,0,0.011,0.024,9.747,2.642,0.011,1.151,0.698,0,0.394,0.013,0.009,0.005,0.006,0,0,0.044,0.317,0.004,0,0.016,2.596,0.915,0.115,0.4,0.024,0.014,0.011,0,0,0,0,3.235,0,0.128,6.349,0,0,0.011,0.033,0.013,0,11.139,8.97,2.069,0.081,0.807,0,1.406,6.52,1.737,0.012,0.011,0,0.089,3.973,0.792,0.632,6.817,0.447,0.148,0.018,0.001,0,0,0,0.735,0.013,0.468,0.01,0.016,0.012,0.006,0.005,0,0.005,0.01,0,0,0,0,0,0,0.051,0.038
"Nigrospora","Trichosphaeriaceae","Trichosphaeriales","Sordariomycetes","Ascomycota","Fungi",0.097,0,0,0.225,0,0.003,0.013,0.065,0.158,0.009,0,0.002,0.012,0.003,0.001,0.002,0,0.096,0.022,0.01,0.086,0.006,0.671,0.069,0.218,0.478,0.045,0.062,0.005,0.063,0,0.026,0.042,0.013,0.004,0,0,0.002,0,0.001,0.006,0.009,0.016,0.012,0,0.01,0,0,0.004,0,0,0.004,0,0,0.096,0.021,0.024,0,0.011,0.432,0,0,0,0,0.001,0.275,0.114,0,0.008,1.293,0.466,0.185,0.001,0.158,0,0.132,0,0,0.088,0.129,0,0.399,0.11,0.013,1.353,0.03,0.06,0.109,0.024,0.005,0.119,0,0.099,0,0,0,0,0,0.026,0.058,0.028
"Fimicolochytrium","Powellomycetaceae","Spizellomycetales","Spizellomycetes","Chytridiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tranzscheliella","Ustilaginaceae","Ustilaginales","Ustilaginomycetes","Basidiomycota","Fungi",0.001,0,0,0,0,0,0.003,0,0,0.016,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0
"uncl_Sordariales","uncl_Sordariales","Sordariales","Sordariomycetes","Ascomycota","Fungi",4.401,1.204,1.215,3.212,5.776,1.599,4.697,10.875,3.222,2.172,2.964,9.568,0.823,7.261,1.265,4.757,0.64,3.903,0.747,1.766,4.794,5.482,6.615,3.46,8.042,13.948,2.626,2.974,6.088,7.481,1.207,0.679,0.722,0.678,3.801,0.937,7.831,5.684,15.632,11.908,6.787,1.12,0.528,0.674,8.057,5.51,0.315,0.043,3.14,3.911,5.501,4.329,0.439,1.007,3.903,0.348,1.226,7.206,0.989,2.86,6.841,8.177,3.511,6.43,6.014,2.33,0.371,2.125,6.702,0.504,8.581,11.461,3.092,2.221,1.516,6.012,8.376,3.043,1.804,4.154,21.006,6.527,7.501,31.383,1.376,0.603,4.649,5.297,1.039,6.088,0.484,17.724,0.736,1.206,2.072,0.856,3.071,0.787,0.679,0.897,0.563
"Trichoderma","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.063,0.001,0,0.19,0.001,0.018,0.026,0.021,0.063,0.047,0,0,0.076,0,0,0.001,0,0.069,0.096,0,0.013,0.053,0.526,0.019,0.074,0.098,0.059,0.16,0.043,0,0,0.132,0.191,0.062,0.031,0,0,0,0,0,0,0.062,0.073,0.089,0,0,0,0,0,0,0.001,0.002,0,0,0.069,0.096,0.096,0,0,0.022,0.001,0,0.044,0,0,0.002,0,0,0.073,1.28,0.002,0.302,0,0.083,0,0.002,0,0,0.001,0.03,0.02,0.141,0.109,0.085,0.102,0.051,0.066,0.239,0.094,0.043,0,0,0,0,0,0.001,0,0,0.132,0.202,0.181
"uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","Eurotiomycetes","Ascomycota","Fungi",0.663,0.245,0.232,0.813,0.702,0.47,0.551,0.378,0.892,0.507,0.359,1.547,0.235,0,0.464,1.127,0.579,3.751,1.1,1.468,0.881,0.245,0.271,0.377,1.315,0.288,0.442,0.406,0.135,0.014,0.241,1.364,1.032,0.813,0.173,0.486,0.055,0.455,5.087,1.274,0.596,0.202,0.243,0.262,0,0,0.427,0.895,0.249,0,0.049,2.816,0.878,0.03,3.751,1.498,0.622,0,1.678,1.619,0.772,0.512,0.202,0.462,0.541,2.779,0.208,0.121,0.29,0.055,0.138,0.712,0.365,0.649,0.423,0.09,0.068,0.082,0.575,2.421,0.006,0.755,0.439,0.208,0.223,0.377,0.507,0.43,0.386,0.135,0,0,0.035,0.038,0.302,0.315,0,0.285,1.364,1.479,0.626
"Stagonospora","Massarinaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.013,0,0,0.039,0.001,0.001,0.001,0.001,0.019,0.001,0,0,0.004,0,0,0,0,0.001,0.01,0,0,0.002,0.006,0.068,0.002,0.011,0.016,0.008,0.002,0,0,0,0.05,0.002,0.001,0,0,0.001,0,0,0,0.003,0.01,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0.01,0.01,0,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0.002,0.018,0,0.164,0.004,0,0,0.001,0.139,0.002,0.002,0.002,0.018,0.004,0.011,0.006,0.027,0.01,0.007,0.002,0,0,0,0,0,0,0,0,0,0.094,0.01
"Mollisia","Mollisiaceae","Helotiales","Leotiomycetes","Ascomycota","Fungi",0.578,0,0,1.89,0,0.005,0.006,0.003,0.831,0.006,0,0,0.017,0,0,0,0,0,0.039,0,0,0.011,0,4.198,0,0.022,0.018,0.038,0.007,0,0,0,0.048,0.007,0.006,0,0,0,0,0,0,0.014,0.034,0.012,0,0,0,0,0,0,0,0,0,0,0,0.034,0.045,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,11.083,0,0,0,0,7.6,0,0,0,0.04,0.008,0.019,0.017,0.019,0.027,0.047,0.007,0,0,0,0,0,0,0,0,0,0.045,0.05
"Geopora","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.005,0,0.001,0,0,0.001,0.019,0,0.002,0.077,0.013,0,0.007,0,0.012,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0.043,0,0,0,0,0.011,0,0.007,0,0,0,0,0.034,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0
"Meira","Brachybasidiaceae","Exobasidiales","Exobasidiomycetes","Basidiomycota","Fungi",0.002,0,0,0,0,0,0.008,0,0,0.046,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keissleriella","Lentitheciaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.05,0.034,0,0,0.424,0.157,0.027,0.005,0.008,0.166,0,0.001,0.55,0.002,0,0.001,0.001,0,0,0,0.121,0.001,0,0.007,0.005,0.011,0,0,0,0,0.024,0,0,0.285,0.037,0,0,0.001,0.003,0.001,0.002,1.396,0.004,0.002,0.004,0,0,0,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0.53,0.005,0,0.034,0.004,0,0,0,0.001,0,0,0,0.001,0,0,0,0.001,0.048,0,0,0.014,0.007,0,0,0.035,0,0,0,0.001,0,0,0,0,0.118,0.02,0.001,0,0,0,0,0
"uncl_Arthoniomycetes","uncl_Arthoniomycetes","uncl_Arthoniomycetes","Arthoniomycetes","Ascomycota","Fungi",0.02,0.082,0.099,0,0.003,0.096,0.019,0,0.003,0.044,0.015,0,0.007,0.001,0.021,0,0.366,0,0.009,0.004,0.001,0,0,0,0,0,0,0,0,0,0.087,0,0,0.067,0.02,0.019,0.004,0,0,0.001,0,0.001,0.002,0.016,0,0.002,0.042,0,0.009,0,0,0,0.566,0,0,0.016,0.001,0,0.004,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.314,0.02,0.002,0.03,0.116,0,0,0
