OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU2195,46,38.7,34,44,Generalists
OTU83533,123,71.34,62.95,80.525,Generalists
OTU308,267,175.84,161.95,190.525,Generalists
OTU54812,45,51.22,45.475,57,Specialists
OTU1587,75,54.63,49,62,Generalists
OTU2272,66,41.37,36,47,Generalists
OTU98161,22,41.92,36,47.525,Specialists
OTU2994,38,79.18,71,88,Specialists
OTU3592,79,57.32,51.475,64,Generalists
OTU4113,8,7.19,6,8,NS
OTU20919,25,21.42,18,25,NS
OTU1030,173,109.2,98.95,121.05,Generalists
OTU28160,3,2.97,2.475,3,NS
OTU2599,62,53.93,47.475,59.525,Generalists
OTU1160,112,109.94,99,121.525,NS
OTU4481,76,59.18,51,66,Generalists
OTU4803,6,16.44,13,19,Specialists
OTU3930,102,108.66,99.475,119.525,NS
OTU4102,98,63.4,55.475,71.525,Generalists
OTU33256,12,13.41,11,15,NS
OTU3478,20,19.8,17,23.525,NS
OTU8680,40,39.71,35,46.05,NS
OTU6099,23,25.92,21,30.525,NS
OTU2716,20,29.88,24.95,34,Specialists
OTU6009,10,9.59,8,11,NS
OTU21375,46,39.29,33.475,45,Generalists
OTU19116,108,71.23,63,80,Generalists
OTU1128,180,124.86,113.95,137.525,Generalists
OTU46346,3,3.91,3,4,NS
OTU1420,76,60.58,53.475,68.525,Generalists
OTU30124,6,6.56,5,7,NS
OTU3007,6,25.91,21.475,29,Specialists
OTU4007,95,65.44,56.475,74.05,Generalists
OTU1671,100,108.6,97.425,120.575,NS
OTU91010,5,4.63,3.475,5,NS
OTU1237,141,117.94,106.475,132,Generalists
OTU7154,3,5.65,4,6,Specialists
OTU4180,97,56.88,48,65,Generalists
OTU5417,24,21.51,17,25,NS
OTU924,96,88.27,79,96,NS
OTU11688,7,9.66,7.475,11,Specialists
OTU1264,142,120.12,111,134.575,Generalists
OTU3274,56,47.76,41,55,Generalists
OTU3810,49,41.97,36,48,Generalists
OTU1931,22,50.73,41.95,58,Specialists
OTU26594,45,37.12,31.475,43,Generalists
OTU661,330,233.53,222.475,251,Generalists
OTU2737,22,23.07,18.95,27,NS
OTU2395,56,60.01,53,68.525,NS
OTU2560,31,24.86,21,28,Generalists
OTU23357,5,6.5,5,7,NS
OTU4681,28,26.79,22.475,30.525,NS
OTU2505,67,53.73,45,60,Generalists
OTU11980,37,32.35,27,37,NS
OTU9695,12,13.36,10,16,NS
OTU92406,13,17.58,15,20.525,Specialists
OTU654,187,119.03,109,130,Generalists
OTU16554,11,10.4,8,12,NS
OTU15804,23,19.27,15,22,Generalists
OTU3679,109,86.94,77,98,Generalists
OTU33406,89,66.63,58,75.05,Generalists
OTU1054,185,94.31,86.475,105.525,Generalists
OTU9159,46,33.65,29,39,Generalists
OTU1792,7,16.89,13.475,19.525,Specialists
OTU25262,3,2.9,2,3,NS
OTU1325,203,128.39,118,138,Generalists
OTU13489,30,27.39,22.475,32,NS
OTU1375,152,79.9,71.475,89,Generalists
OTU25718,47,48.51,42,55,NS
OTU60144,84,92.04,83.475,101.525,NS
OTU18994,28,23.88,20.475,28,NS
OTU13322,2,1.98,2,2,NS
OTU2129,165,102.25,91.475,111.575,Generalists
OTU303,325,201.57,184.9,214,Generalists
OTU39239,284,301.7,286.475,317.525,Specialists
OTU5116,30,45.74,40,52,Specialists
OTU3188,56,40.43,35,46,Generalists
OTU4703,64,72.37,64.95,80,Specialists
OTU3229,39,30.93,26,35.525,Generalists
OTU3597,59,39.32,34,44,Generalists
OTU7721,8,16.01,13,19,Specialists
OTU6213,13,19.95,16,23,Specialists
OTU36181,105,113.44,103.475,123.525,NS
OTU6963,44,35.62,31,42,Generalists
OTU5572,14,14.53,11,17,NS
OTU372,178,203.24,188.9,216.05,Specialists
OTU5843,22,19.42,17,22.525,NS
OTU4999,9,12.05,10,14,Specialists
OTU1016,70,72.18,62.475,81,NS
OTU84576,265,195.9,181.475,212.05,Generalists
OTU16522,7,6.39,5,7,NS
OTU4157,18,26.17,21,30,Specialists
OTU8999,52,40.9,35.475,47.525,Generalists
OTU9504,16,16.07,13,18.525,NS
OTU4096,28,26.45,22,30,NS
OTU43555,118,82.95,75,91.525,Generalists
OTU6288,28,22.4,19,26,Generalists
OTU9350,24,19.73,16.475,22.525,Generalists
OTU5536,4,4.76,4,5,NS
OTU1180,163,93.88,86.475,104.05,Generalists
OTU5984,8,11.98,9,14,Specialists
OTU8099,5,7.25,6,8,Specialists
OTU26740,13,51.6,44,59,Specialists
OTU1024,98,73.49,64.475,83,Generalists
OTU11353,6,5.66,4.475,6,NS
OTU2168,114,65.3,57,73,Generalists
OTU17743,38,37.25,31.475,43,NS
OTU159,282,248.36,236,263.525,Generalists
OTU48756,52,45.11,39.475,52,NS
OTU9727,48,37.83,32,44,Generalists
OTU4389,56,45.89,38.475,53.05,Generalists
OTU5607,79,60.51,53.475,66,Generalists
OTU7168,25,24.63,21,28,NS
OTU2805,141,77.47,68.475,86,Generalists
OTU1531,91,59.55,54,68.525,Generalists
OTU290,70,104.46,93.95,113,Specialists
OTU8077,20,23.97,19.475,28.525,NS
OTU1208,36,76.25,67.475,84,Specialists
OTU12936,23,19.68,16,23,NS
OTU37090,7,7.95,6,9,NS
OTU6840,23,27.44,23,33,NS
OTU2302,11,14.14,11.475,16,Specialists
OTU51570,35,29.52,25,34,Generalists
OTU350,156,173.69,162,187,Specialists
OTU5840,13,23.53,19.475,27,Specialists
OTU5713,81,53.84,47,60.525,Generalists
OTU80101,4,3.79,3,4,NS
OTU2545,74,53.55,46,62.05,Generalists
OTU11692,5,5.62,4,6,NS
OTU5253,190,119.72,110,131,Generalists
OTU3443,67,47.44,42,53.525,Generalists
OTU1444,48,78.1,70.475,87.525,Specialists
OTU12793,2,1.98,2,2,NS
OTU45629,3,2.93,2,3,NS
OTU22503,2,1.99,2,2,NS
OTU13581,4,3.83,3,4,NS
OTU23697,124,72.38,63.475,82.525,Generalists
OTU4926,17,16.77,14,19,NS
OTU21099,9,11.41,9,13,NS
OTU2853,154,110.88,103,121.525,Generalists
OTU7130,3,2.95,2,3,NS
OTU1532,40,33.43,28.475,38,Generalists
OTU2354,100,79.2,72.475,86.525,Generalists
OTU6969,45,74.14,66.475,84.525,Specialists
OTU135,282,278.74,263.95,295.525,NS
OTU41918,2,1.98,2,2,NS
OTU2130,225,157.41,145.475,170,Generalists
OTU2035,48,42.71,36,50.525,NS
OTU5867,9,9.6,7.475,11,NS
OTU32297,87,164.61,150.95,177.525,Specialists
OTU79735,21,18.07,15,21,NS
OTU57615,40,35.46,30,41.525,NS
OTU2287,166,98.57,88.475,109.05,Generalists
OTU8401,25,19.33,16,22,Generalists
OTU24164,34,32.23,28,37.525,NS
OTU54177,70,51.92,45.475,58,Generalists
OTU6538,61,76.39,70,84.525,Specialists
OTU53210,3,2.93,2,3,NS
OTU13536,5,4.74,3.475,5,NS
OTU398,190,216.9,205,231.525,Specialists
OTU23219,4,3.85,3,4,NS
OTU3699,76,109.64,98,121.525,Specialists
OTU7234,10,11.85,10,14,NS
OTU1307,132,102.03,91.475,114.05,Generalists
OTU19403,63,90.78,82,101.05,Specialists
OTU73874,76,50.04,43.475,56,Generalists
OTU626,131,91.88,83,102.525,Generalists
OTU7101,14,15.55,12,18,NS
OTU2487,221,122.16,110.475,135.525,Generalists
OTU5673,15,17.45,14,21,NS
OTU14893,14,11.88,9.475,14,NS
OTU2589,25,39.81,33.475,45,Specialists
OTU36934,16,16.3,14,19,NS
OTU61857,24,20.44,16.475,24,NS
OTU2723,117,68.85,60.475,77,Generalists
OTU4101,11,16.35,13,19,Specialists
OTU31045,23,22.31,19,26,NS
OTU15389,4,3.9,3,4,NS
OTU78971,57,49.83,44,55.525,Generalists
OTU1887,267,142.89,133,155.1,Generalists
OTU14651,2,2.9,2,3,NS
OTU4187,45,45.18,38.475,51.525,NS
OTU6427,9,8.15,6.475,9,NS
OTU29884,294,291.94,279,306.575,NS
OTU12296,3,8.98,7,10,Specialists
OTU13871,9,10.54,8.475,12,NS
OTU3784,40,41.05,35,46,NS
OTU7324,15,19.76,16.475,23,Specialists
OTU18213,14,12.02,9,14,NS
OTU5271,18,14.9,12,18,NS
OTU12534,34,35.36,31,40,NS
OTU15448,26,21.83,19,25.525,Generalists
OTU8843,11,12.43,10,14,NS
OTU9469,12,11.82,9,13.525,NS
OTU41034,2,2.92,2,3,NS
OTU4197,29,29.06,24,33.525,NS
OTU86464,49,44.89,39,50,NS
OTU9116,10,10.54,8,12,NS
OTU3199,13,16.08,13,19,NS
OTU84,172,242.84,228.475,258,Specialists
OTU19763,58,62.56,55,68,NS
OTU15489,9,12.48,10,14.525,Specialists
OTU32362,8,7.31,6,8,NS
OTU11251,15,15.82,13.475,18,NS
OTU7582,7,12.88,10.475,15,Specialists
OTU19046,5,8.01,7,9,Specialists
OTU2420,131,71.18,61.475,81,Generalists
OTU8302,99,58.92,51.475,65,Generalists
OTU13614,3,2.95,2,3,NS
OTU75614,6,6.49,5,7,NS
OTU1539,142,135.6,124,146,NS
OTU29822,2,1.98,2,2,NS
OTU2300,53,87.08,77,97.525,Specialists
OTU1098,45,62.6,55.475,70.525,Specialists
OTU1667,369,221.42,208,234,Generalists
OTU2829,66,41.04,35,47,Generalists
OTU10548,8,8.8,7,10,NS
OTU29391,43,48.87,40.475,56,NS
OTU69376,8,7.34,6,8,NS
OTU175,256,286.24,272.475,301,Specialists
OTU52935,128,112.6,102.475,122,Generalists
OTU3649,80,92.06,83,105.05,Specialists
OTU23999,5,6.58,5,7,NS
OTU1068,9,57.11,49.95,63.525,Specialists
OTU61396,9,46.52,38.475,52.525,Specialists
OTU15314,147,135.57,126.475,145.525,Generalists
OTU92513,76,51.08,45,58,Generalists
OTU3716,49,59.61,51.475,68.525,Specialists
OTU6406,140,96.31,86.475,104.525,Generalists
OTU3432,71,66.26,57.95,75,NS
OTU9786,34,27.13,22.475,31,Generalists
OTU1010,74,87.12,77.475,97.575,Specialists
OTU22653,7,8.21,7,9,NS
OTU2952,8,58.1,50,65.525,Specialists
OTU746,115,102.64,91,114,Generalists
OTU85,344,254.84,242,271.05,Generalists
OTU3227,105,66.73,59,75,Generalists
OTU694,145,117.79,107,128,Generalists
OTU4927,10,21.99,18.475,25.525,Specialists
OTU18628,2,2.88,2,3,NS
OTU8052,30,24.47,21,28.525,Generalists
OTU68725,17,21.23,17.475,24.525,Specialists
OTU1540,128,104.31,93.9,113,Generalists
OTU3476,61,43.01,37.475,49.525,Generalists
OTU2854,44,48.07,41,55,NS
OTU12221,19,16.76,14,19,NS
OTU516,164,110.09,100.475,118.525,Generalists
OTU10629,161,100.2,91.475,109,Generalists
OTU214,226,140,126.475,152.575,Generalists
OTU18637,7,12.61,10,15,Specialists
OTU48451,8,9.09,7,10,NS
OTU29920,19,62.45,56.475,70,Specialists
OTU14126,1,2.88,2,3,Specialists
OTU29360,10,10.4,8,12,NS
OTU55212,52,77.77,68.475,86,Specialists
OTU31615,2,1.95,1,2,NS
OTU3485,23,23.13,19.475,26,NS
OTU3756,28,31.16,26,36,NS
OTU8588,37,71.33,61.475,79.05,Specialists
OTU10963,5,4.8,4,5,NS
OTU51418,8,13.33,10,16,Specialists
OTU84488,36,30.61,26,36,NS
OTU3670,63,44.44,37.475,51.525,Generalists
OTU43705,15,26.42,22.475,30,Specialists
OTU3690,15,20.43,17,23,Specialists
OTU4104,56,45.22,38.95,51.525,Generalists
OTU83918,3,4.75,3.475,5,Specialists
OTU14045,26,23.28,19,28,NS
OTU2715,121,69.3,61,77,Generalists
OTU3193,129,95.03,84,107,Generalists
OTU4639,94,168.93,156.475,185,Specialists
OTU14509,6,5.56,4,6,NS
OTU667,98,130.09,120.475,138,Specialists
OTU12390,12,11.97,9.475,14,NS
OTU1730,94,77.35,66,87.525,Generalists
OTU1313,161,110.28,97.95,121.525,Generalists
OTU2042,107,81.02,72,90,Generalists
OTU10562,11,10.41,8,12,NS
OTU2807,44,86.87,78.475,96,Specialists
OTU5859,131,116.04,105,127.05,Generalists
OTU2766,7,24.3,20,28,Specialists
OTU2630,181,156.68,145.475,168.05,Generalists
OTU44734,4,5.64,4.475,6,Specialists
OTU1332,115,75.5,67,84.575,Generalists
OTU15080,41,86.32,76,94.525,Specialists
OTU8185,12,15.58,13,18,Specialists
OTU2406,22,31.27,26,36,Specialists
OTU4124,49,49.17,42,56.525,NS
OTU1105,198,127.96,116.475,139,Generalists
OTU44877,111,90.32,80.425,100,Generalists
OTU15672,2,3.88,3,4,Specialists
OTU3958,66,58.79,51,66.525,NS
OTU998,74,131.09,120,142.525,Specialists
OTU5102,73,64.1,56.475,71.525,Generalists
OTU85816,11,10.35,8,12,NS
OTU494,276,304.39,290.475,318,Specialists
OTU16818,38,50.04,44,56,Specialists
OTU1493,38,105.94,97,115.525,Specialists
OTU1611,17,42.68,37,48.525,Specialists
OTU54625,140,234.87,222.425,248.05,Specialists
OTU14150,29,24.2,20,29,NS
OTU1683,54,43.16,36.475,50,Generalists
OTU3339,17,19.69,16,23,NS
OTU10387,12,22.7,19,26.525,Specialists
OTU3630,59,55.16,49,61,NS
OTU4246,106,70.76,61,78.525,Generalists
OTU6877,7,6.39,5,7,NS
OTU35947,10,28.43,24,34,Specialists
OTU3780,15,44.23,38.475,50.525,Specialists
OTU593,151,159,146,172.05,NS
OTU10569,43,37.22,32,42.525,Generalists
OTU58098,77,52.91,45.475,61,Generalists
OTU8979,18,15.52,13,18,NS
OTU10826,12,11.31,9,13,NS
OTU2840,54,50.95,45,58,NS
OTU20532,3,2.92,2,3,NS
OTU157,163,295.69,281.475,309.525,Specialists
OTU2206,23,44.11,37,50.525,Specialists
OTU64244,98,83.34,73.475,92.525,Generalists
OTU2094,41,41.66,37,48.525,NS
OTU1898,88,85.87,74.475,97,NS
OTU1165,37,79.65,71.475,88.575,Specialists
OTU9006,10,13.53,11,16,Specialists
OTU86381,19,43.44,37.475,50.525,Specialists
OTU6265,11,10.7,9,12,NS
OTU7652,26,21.58,17,25.525,Generalists
OTU2953,110,72.73,66.475,82.05,Generalists
OTU2076,138,85.06,76,94,Generalists
OTU76647,25,28.22,23.475,33.525,NS
OTU44558,9,9.07,7,10,NS
OTU14587,14,23.48,19,27,Specialists
OTU7341,24,25.39,20,29.525,NS
OTU4771,11,12.71,10,15,NS
OTU1999,154,109.39,101,118,Generalists
OTU2142,41,33.58,29,38,Generalists
OTU640,242,236.63,223,248,NS
OTU66998,109,109.8,100.475,119.575,NS
OTU6613,12,15.28,12,18,NS
OTU2175,118,98.97,86.475,110.525,Generalists
OTU1504,147,106.79,98,116.05,Generalists
OTU6292,62,49.84,44.475,57.525,Generalists
OTU11997,10,8.79,7,10,NS
OTU5022,4,12.59,10.475,15,Specialists
OTU6372,26,23.41,20,27,NS
OTU188,98,200.58,182.95,215.05,Specialists
OTU2433,239,210.63,196,226.525,Generalists
OTU3991,42,33.29,28,39.525,Generalists
OTU20662,4,6.51,5,7,Specialists
OTU4108,53,45,39,52.525,Generalists
OTU1330,196,126.85,115.475,139,Generalists
OTU39503,2,1.96,1,2,NS
OTU12881,7,7.25,5,8,NS
OTU2694,7,22.89,19,26,Specialists
OTU2570,28,52.11,44,61.525,Specialists
OTU1361,227,134.11,121.95,145.05,Generalists
OTU58038,5,5.61,4,6,NS
OTU100513,10,11.25,8,13,NS
OTU8627,6,7.37,6,8,NS
OTU16196,49,56.46,49,62.05,NS
OTU8246,33,27.06,22,31,Generalists
OTU6200,8,8.15,7,9,NS
OTU41762,304,165.92,154,178,Generalists
OTU71768,138,108.53,98,120.525,Generalists
OTU22933,13,12.68,10,15,NS
OTU1213,108,123.85,112.475,136.525,Specialists
OTU1161,84,161.55,148.475,174,Specialists
OTU37085,33,49.83,44.475,55.525,Specialists
OTU17054,7,9.66,7.475,11,Specialists
OTU59732,3,2.98,3,3,NS
OTU23769,13,19.78,16,23.525,Specialists
OTU3493,64,76.85,68.475,85.525,Specialists
OTU6104,19,34.93,29.475,39.525,Specialists
OTU51994,56,42.06,36,47.525,Generalists
OTU22,109,418.61,403.95,429.525,Specialists
OTU605,194,165.84,153.475,179.05,Generalists
OTU4342,4,8.82,7,10,Specialists
OTU20741,27,25.52,22,29,NS
OTU7000,10,12.57,10,15,NS
OTU25093,2,2.87,2,3,NS
OTU90699,27,48.76,42,54,Specialists
OTU9674,29,42.33,36.475,47,Specialists
OTU3054,139,90.23,81.475,99,Generalists
OTU9581,45,32.61,28,37.525,Generalists
OTU2795,43,43.04,36.475,49.525,NS
OTU26853,10,11.24,9,13,NS
OTU838,34,102.8,92,114,Specialists
OTU599,167,130.5,122,141.525,Generalists
OTU5838,38,30.38,27,35.575,Generalists
OTU2224,26,28.92,24.475,33.525,NS
OTU1974,44,35.97,30.475,40.525,Generalists
OTU1031,221,143.21,130,156.05,Generalists
OTU6476,8,9.81,8,11,NS
OTU12419,50,66.85,58,74.525,Specialists
OTU1317,98,89.07,80.475,99.525,NS
OTU3059,130,85.11,76,95,Generalists
OTU4847,37,31.02,26.475,35,Generalists
OTU4627,43,35.42,30,41,Generalists
OTU4737,8,12.1,10,14,Specialists
OTU3551,28,37.82,32.475,42,Specialists
OTU1851,59,66.05,57,74,NS
OTU6018,63,40.62,34.475,46,Generalists
OTU15289,2,1.98,2,2,NS
OTU3882,32,67.44,59,74.525,Specialists
OTU2239,95,69.76,61.475,78,Generalists
OTU55740,127,81.47,72.475,90,Generalists
OTU10709,9,8.96,7,10,NS
OTU16762,53,40.27,34,47,Generalists
OTU76117,43,56.97,49.475,64.05,Specialists
OTU21695,21,28.67,24,32.525,Specialists
OTU373,169,138.72,127.475,152.525,Generalists
OTU1235,95,115.18,105.475,125.525,Specialists
OTU1327,148,140.05,126.475,153.525,NS
OTU35156,15,13.8,11.475,16,NS
OTU16374,6,5.6,4,6,NS
OTU5836,82,61.87,53,68.525,Generalists
OTU10981,40,32.73,28,37,Generalists
OTU38,236,365.09,352.475,379,Specialists
OTU8958,49,39.2,33.475,45,Generalists
OTU5122,15,18.4,15,21,NS
OTU18084,89,57.41,50,65.525,Generalists
OTU4004,28,29.61,24.475,34,NS
OTU58415,27,41.09,35,47.525,Specialists
OTU788,156,90.5,80.475,99.525,Generalists
OTU21543,7,7.37,6,8,NS
OTU572,194,117,108,127,Generalists
OTU14625,36,31.31,27,35.525,Generalists
OTU18601,21,21.42,18,25.525,NS
OTU1598,90,76.7,68.475,85.525,Generalists
OTU5365,106,127.32,114,137.05,Specialists
OTU15485,96,63.36,56,72,Generalists
OTU4828,93,59.04,50,65.525,Generalists
OTU7857,46,34.69,28.475,39,Generalists
OTU7425,22,29.78,25,34,Specialists
OTU11051,4,5.57,4,6,NS
OTU556,177,149.25,140,159.525,Generalists
OTU3293,73,49.93,43,57,Generalists
OTU51586,17,17.3,14,20,NS
OTU569,257,188.42,175.475,200,Generalists
OTU56786,49,54.09,48,62.525,NS
OTU18455,7,20.96,17.475,24.525,Specialists
OTU139,233,299.03,283.9,314.525,Specialists
OTU146,361,345.51,333,360.525,Generalists
OTU802,200,122.56,110.475,132,Generalists
OTU14586,30,25.32,20.475,29,Generalists
OTU80319,22,20.73,17,24,NS
OTU1639,133,83.21,74.475,94,Generalists
OTU533,148,208.95,190.95,223.05,Specialists
OTU2653,94,54.93,48,61,Generalists
OTU869,174,138.85,128.475,150,Generalists
OTU19041,5,5.68,5,6,NS
OTU3817,27,36.63,32,42,Specialists
OTU5426,12,26.05,21,30,Specialists
OTU44375,24,22.67,20,26,NS
OTU27759,16,38.94,32,45,Specialists
OTU4736,53,54.85,47.475,62.525,NS
OTU3385,80,60.6,53.475,68.525,Generalists
OTU327,179,184.17,168.95,200.05,NS
OTU1886,116,71.67,62,80.05,Generalists
OTU28125,2,1.98,2,2,NS
OTU6663,48,51.91,45.475,60.05,NS
OTU4726,217,257.27,246.475,275.525,Specialists
OTU2932,19,31.19,26,35,Specialists
OTU6907,32,27.83,23.475,33,NS
OTU6768,14,11.96,10,14,NS
OTU4833,14,14.47,12,17,NS
OTU58952,51,48.81,42,56,NS
OTU14529,53,54.7,47,62.525,NS
OTU3547,48,42.13,35.475,48.525,NS
OTU8171,10,17.05,14,20.525,Specialists
OTU587,52,71.91,62.475,82.05,Specialists
OTU53305,10,9.63,8,11,NS
OTU1256,232,157.18,146,168.525,Generalists
OTU5007,20,19.26,15.475,22,NS
OTU2210,47,42.7,37.475,49,NS
OTU7444,31,23.95,19.475,28,Generalists
OTU2393,62,69.8,61,80.525,NS
OTU57393,6,6.46,5,7,NS
OTU8086,6,7.31,6,8,NS
OTU97294,23,37.74,32,44.05,Specialists
OTU340,67,135.84,124,146,Specialists
OTU817,323,306.65,292.475,320,Generalists
OTU2263,89,58.91,52,66.525,Generalists
OTU4933,36,29.68,25,33.525,Generalists
OTU11130,8,13.27,10.475,16,Specialists
OTU12207,7,7.24,6,8,NS
OTU792,52,61.68,54.475,69,Specialists
OTU10291,206,154.85,141,166.525,Generalists
OTU19328,150,105.54,95,117.525,Generalists
OTU5208,173,131.82,120.475,145,Generalists
OTU325,248,187.86,174,200,Generalists
OTU49258,40,32.6,27.475,38,Generalists
OTU3717,33,28.19,24,32.525,Generalists
OTU96576,30,28.96,24.475,33.525,NS
OTU1873,38,37.41,32.475,43,NS
OTU33,301,347.38,333.95,361,Specialists
OTU274,261,209.22,194,222.525,Generalists
OTU14349,9,14.14,11,17,Specialists
OTU8186,38,31,25,36,Generalists
OTU10104,7,8.96,7,10,NS
OTU4904,13,16.68,13,20,NS
OTU8946,10,10.31,8,12,NS
OTU98547,256,167.48,154.475,183,Generalists
OTU5515,7,32.97,27.475,38,Specialists
OTU12301,8,14.6,11,17,Specialists
OTU8790,22,20.24,16.475,23.525,NS
OTU11364,30,56.93,49,64,Specialists
OTU3422,37,28.85,24.475,33,Generalists
OTU8011,28,30.31,25,35,NS
OTU6542,8,9.68,7.475,11,NS
OTU3632,109,200.3,187,214.05,Specialists
OTU13656,7,6.34,5,7,NS
OTU21025,8,8.14,6,9,NS
OTU2078,187,139.81,129,154.525,Generalists
OTU43981,42,33.17,29,39,Generalists
OTU7540,69,48.49,41,54,Generalists
OTU7538,24,22.02,19,25,NS
OTU4763,3,17.06,14,19.525,Specialists
OTU10848,14,12.59,10,15,NS
OTU1757,108,71.42,61.425,79.05,Generalists
OTU1275,49,53.99,47.475,60.525,NS
OTU9507,15,14.87,12,17.525,NS
OTU8141,19,15.36,12.475,18,Generalists
OTU4247,20,22.03,17.475,25,NS
OTU4252,12,13.39,11,16,NS
OTU8695,23,19.49,16,22,Generalists
OTU12646,5,5.55,4,6,NS
OTU34006,20,19.29,15.475,22,NS
OTU3857,26,39.63,34,45,Specialists
OTU666,154,86.4,75.475,96.525,Generalists
OTU3322,63,44.08,37.475,50,Generalists
OTU17490,8,9.74,8,11,NS
OTU1562,22,50.18,42.475,58.525,Specialists
OTU13577,10,9.48,8,11,NS
OTU2422,104,69.2,61.475,77.525,Generalists
OTU719,67,86.43,77,96.525,Specialists
OTU30028,173,207.04,194.475,219,Specialists
OTU6495,70,57.59,51,66,Generalists
OTU69344,25,26.98,22.475,32,NS
OTU2900,42,41.91,35.475,48,NS
OTU52882,41,73.97,65,83.575,Specialists
OTU82947,6,6.45,5,7,NS
OTU907,88,133.33,122,145.525,Specialists
OTU30481,4,3.9,3,4,NS
OTU6940,13,22.38,18.475,25,Specialists
OTU4831,64,41.27,34.475,46.525,Generalists
OTU80031,4,3.85,3,4,NS
OTU9783,1,2.91,2,3,Specialists
OTU3819,4,14.16,11,17,Specialists
OTU12487,80,58.25,49.95,65,Generalists
OTU12596,34,36.99,31.475,42,NS
OTU5602,18,18.17,15,21,NS
OTU47577,2,1.98,2,2,NS
OTU5796,26,25.44,21,29.525,NS
OTU38392,10,9.59,7.475,11,NS
OTU10493,33,30.46,25,35.525,NS
OTU13956,17,13.95,11,16,Generalists
OTU66444,19,29.08,25,33.525,Specialists
OTU15704,14,20.37,17,23.525,Specialists
OTU5776,37,28.26,23.475,32,Generalists
OTU49144,19,18.54,15,22,NS
OTU22075,10,11.95,10,14,NS
OTU3823,101,60.2,53,68,Generalists
OTU4914,8,13.39,11,16,Specialists
OTU213,43,77.38,67.475,88.525,Specialists
OTU2398,101,81.05,73.475,89,Generalists
OTU3898,50,51.5,44.475,58.525,NS
OTU11026,33,32.72,28,38.525,NS
OTU3169,52,54.8,47.95,62,NS
OTU12828,30,26.43,22.475,31,NS
OTU7119,12,13.31,11,15,NS
OTU3854,13,11.23,9,13,NS
OTU459,113,148.61,137.475,160,Specialists
OTU23178,10,10.34,8.475,12,NS
OTU5366,22,21.51,17.475,25,NS
OTU6569,120,84.26,75.475,93.525,Generalists
OTU2233,54,55.92,50,63.525,NS
OTU12055,5,4.83,4,5,NS
OTU982,311,372.21,354.475,385,Specialists
OTU9723,14,13.41,11,15.525,NS
OTU4854,66,53.36,46.475,60,Generalists
OTU13348,23,19.87,16,23.525,NS
OTU2106,45,45.41,40,51.525,NS
OTU1899,32,51.46,45,59.05,Specialists
OTU8992,22,18.48,15,22,NS
OTU72354,53,48.46,42.475,54.525,NS
OTU17937,9,29.16,25,34,Specialists
OTU3839,54,38.13,32,44,Generalists
OTU6036,58,64.71,55.475,73,NS
OTU588,182,131.45,120,143.575,Generalists
OTU20838,2,4.7,4,5,Specialists
OTU79882,35,26.82,21.475,31,Generalists
OTU4345,93,57.49,49.95,65,Generalists
OTU13377,14,20.31,16,24,Specialists
OTU14149,9,9.66,8,11,NS
OTU4362,102,57.95,51,65.525,Generalists
OTU4975,52,46.89,41.475,53.525,NS
OTU3634,36,38.29,33,44,NS
OTU30368,2,2.88,2,3,NS
OTU7012,6,6.56,5,7,NS
OTU1592,30,34.23,29,39.525,NS
OTU2688,83,65.56,58,73.05,Generalists
OTU12764,26,24.2,20,28,NS
OTU4717,26,24.06,20,28.525,NS
OTU7367,5,6.36,5,7,NS
OTU294,413,341.41,327.475,355.525,Generalists
OTU7520,95,104.53,94.425,113.525,NS
OTU861,110,95.55,85.475,106,Generalists
OTU21804,4,3.83,3,4,NS
OTU14401,5,6.57,5,7,NS
OTU6224,81,49.7,42.475,55,Generalists
OTU5862,11,12.92,11,15,NS
OTU10389,21,19.01,15,21.525,NS
OTU6453,35,31.67,26,36,NS
OTU10191,73,139.79,126.475,153,Specialists
OTU1553,98,81.34,72.475,89,Generalists
OTU1939,35,69.43,60,77,Specialists
OTU2561,26,49.02,42.475,56,Specialists
OTU17485,83,92.97,83.475,102,Specialists
OTU8155,60,46.3,39.475,52.575,Generalists
OTU4495,203,172.79,162.425,185.575,Generalists
OTU2636,87,65.38,57,76.525,Generalists
OTU69132,19,25.72,20,31,Specialists
OTU7087,4,7.28,6,8,Specialists
OTU5411,85,67.49,59,76,Generalists
OTU2065,67,61.6,54.475,71.05,NS
OTU5233,63,51.19,45,57,Generalists
OTU9590,6,5.66,4.475,6,NS
OTU4432,25,50.77,42,57.525,Specialists
OTU73892,16,14.53,11,17,NS
OTU3113,89,58.62,51.475,66,Generalists
OTU2740,31,134.5,122.425,148,Specialists
OTU4165,14,19.69,16,23,Specialists
OTU9177,11,42.09,34.95,48.525,Specialists
OTU16698,3,2.94,2,3,NS
OTU728,210,123.97,110.95,133,Generalists
OTU9625,62,48.82,43,54.525,Generalists
OTU38883,6,5.59,4,6,NS
OTU9413,5,5.6,5,6,NS
OTU18295,71,80.79,72,89,Specialists
OTU22658,10,12.54,10,15,NS
OTU36280,48,74.34,66,82.525,Specialists
OTU1896,36,41.78,36.475,47.525,Specialists
OTU2309,52,65,56,73,Specialists
OTU5063,15,19.58,16.475,23,Specialists
OTU7036,8,7.31,6,8,NS
OTU5709,16,18.88,15,22,NS
OTU28958,2,2.91,2,3,NS
